| 0 | Stefan | TRUE | 100.50000 | 0 | Bogdan | FALSE |
| 540 | Stefan | TRUE | 100.50000 | 540 | Bogdan | FALSE |
| 541 | Stefan | TRUE | 100.50000 | 541 | Bogdan | FALSE |
| 542 | Stefan | TRUE | 100.50000 | 542 | Bogdan | FALSE |
| 543 | Stefan | TRUE | 100.50000 | 543 | Bogdan | FALSE |
| 544 | Stefan | TRUE | 100.50000 | 544 | Bogdan | FALSE |
| 545 | Stefan | TRUE | 100.50000 | 545 | Bogdan | FALSE |
| 546 | Stefan | TRUE | 100.50000 | 546 | Bogdan | FALSE |
| 547 | Stefan | TRUE | 100.50000 | 547 | Bogdan | FALSE |
| 548 | Stefan | TRUE | 100.50000 | 548 | Bogdan | FALSE |
| 549 | Stefan | TRUE | 100.50000 | 549 | Bogdan | FALSE |
| 600 | Stefan | TRUE | 100.50000 | 600 | Bogdan | FALSE |
| 601 | Stefan | TRUE | 100.50000 | 601 | Bogdan | FALSE |
| 602 | Stefan | TRUE | 100.50000 | 602 | Bogdan | FALSE |
| 603 | Stefan | TRUE | 100.50000 | 603 | Bogdan | FALSE |
| 604 | Stefan | TRUE | 100.50000 | 604 | Bogdan | FALSE |
| 605 | Stefan | TRUE | 100.50000 | 605 | Bogdan | FALSE |
| 606 | Stefan | TRUE | 100.50000 | 606 | Bogdan | FALSE |
| 607 | Stefan | TRUE | 100.50000 | 607 | Bogdan | FALSE |
| 608 | Stefan | TRUE | 100.50000 | 608 | Bogdan | FALSE |
| 609 | Stefan | TRUE | 100.50000 | 609 | Bogdan | FALSE |
| 610 | Stefan | TRUE | 100.50000 | 610 | Bogdan | FALSE |
| 611 | Stefan | TRUE | 100.50000 | 611 | Bogdan | FALSE |
| 612 | Stefan | TRUE | 100.50000 | 612 | Bogdan | FALSE |
| 613 | Stefan | TRUE | 100.50000 | 613 | Bogdan | FALSE |
| 614 | Stefan | TRUE | 100.50000 | 614 | Bogdan | FALSE |
| 615 | Stefan | TRUE | 100.50000 | 615 | Bogdan | FALSE |
| 616 | Stefan | TRUE | 100.50000 | 616 | Bogdan | FALSE |
| 617 | Stefan | TRUE | 100.50000 | 617 | Bogdan | FALSE |
| 618 | Stefan | TRUE | 100.50000 | 618 | Bogdan | FALSE |
| 619 | Stefan | TRUE | 100.50000 | 619 | Bogdan | FALSE |
| 620 | Stefan | TRUE | 100.50000 | 620 | Bogdan | FALSE |
| 621 | Stefan | TRUE | 100.50000 | 621 | Bogdan | FALSE |
| 622 | Stefan | TRUE | 100.50000 | 622 | Bogdan | FALSE |
| 623 | Stefan | TRUE | 100.50000 | 623 | Bogdan | FALSE |
| 624 | Stefan | TRUE | 100.50000 | 624 | Bogdan | FALSE |
| 625 | Stefan | TRUE | 100.50000 | 625 | Bogdan | FALSE |
| 626 | Stefan | TRUE | 100.50000 | 626 | Bogdan | FALSE |
| 627 | Stefan | TRUE | 100.50000 | 627 | Bogdan | FALSE |
| 628 | Stefan | TRUE | 100.50000 | 628 | Bogdan | FALSE |
| 629 | Stefan | TRUE | 100.50000 | 629 | Bogdan | FALSE |
| 630 | Stefan | TRUE | 100.50000 | 630 | Bogdan | FALSE |
| 631 | Stefan | TRUE | 100.50000 | 631 | Bogdan | FALSE |
| 632 | Stefan | TRUE | 100.50000 | 632 | Bogdan | FALSE |
| 633 | Stefan | TRUE | 100.50000 | 633 | Bogdan | FALSE |
| 634 | Stefan | TRUE | 100.50000 | 634 | Bogdan | FALSE |
| 635 | Stefan | TRUE | 100.50000 | 635 | Bogdan | FALSE |
| 636 | Stefan | TRUE | 100.50000 | 636 | Bogdan | FALSE |
| 637 | Stefan | TRUE | 100.50000 | 637 | Bogdan | FALSE |
| 638 | Stefan | TRUE | 100.50000 | 638 | Bogdan | FALSE |
| 639 | Stefan | TRUE | 100.50000 | 639 | Bogdan | FALSE |
| 640 | Stefan | TRUE | 100.50000 | 640 | Bogdan | FALSE |
| 641 | Stefan | TRUE | 100.50000 | 641 | Bogdan | FALSE |
| 642 | Stefan | TRUE | 100.50000 | 642 | Bogdan | FALSE |
| 643 | Stefan | TRUE | 100.50000 | 643 | Bogdan | FALSE |
| 644 | Stefan | TRUE | 100.50000 | 644 | Bogdan | FALSE |
| 645 | Stefan | TRUE | 100.50000 | 645 | Bogdan | FALSE |
| 646 | Stefan | TRUE | 100.50000 | 646 | Bogdan | FALSE |
| 647 | Stefan | TRUE | 100.50000 | 647 | Bogdan | FALSE |
| 648 | Stefan | TRUE | 100.50000 | 648 | Bogdan | FALSE |
| 649 | Stefan | TRUE | 100.50000 | 649 | Bogdan | FALSE |
| 700 | Stefan | TRUE | 100.50000 | 700 | Bogdan | FALSE |
| 701 | Stefan | TRUE | 100.50000 | 701 | Bogdan | FALSE |
| 702 | Stefan | TRUE | 100.50000 | 702 | Bogdan | FALSE |
| 703 | Stefan | TRUE | 100.50000 | 703 | Bogdan | FALSE |
| 704 | Stefan | TRUE | 100.50000 | 704 | Bogdan | FALSE |
| 705 | Stefan | TRUE | 100.50000 | 705 | Bogdan | FALSE |
| 706 | Stefan | TRUE | 100.50000 | 706 | Bogdan | FALSE |
| 707 | Stefan | TRUE | 100.50000 | 707 | Bogdan | FALSE |
| 708 | Stefan | TRUE | 100.50000 | 708 | Bogdan | FALSE |
| 709 | Stefan | TRUE | 100.50000 | 709 | Bogdan | FALSE |
| 710 | Stefan | TRUE | 100.50000 | 710 | Bogdan | FALSE |
| 711 | Stefan | TRUE | 100.50000 | 711 | Bogdan | FALSE |
| 712 | Stefan | TRUE | 100.50000 | 712 | Bogdan | FALSE |
| 713 | Stefan | TRUE | 100.50000 | 713 | Bogdan | FALSE |
| 714 | Stefan | TRUE | 100.50000 | 714 | Bogdan | FALSE |
| 715 | Stefan | TRUE | 100.50000 | 715 | Bogdan | FALSE |
| 716 | Stefan | TRUE | 100.50000 | 716 | Bogdan | FALSE |
| 717 | Stefan | TRUE | 100.50000 | 717 | Bogdan | FALSE |
| 718 | Stefan | TRUE | 100.50000 | 718 | Bogdan | FALSE |
| 719 | Stefan | TRUE | 100.50000 | 719 | Bogdan | FALSE |
| 720 | Stefan | TRUE | 100.50000 | 720 | Bogdan | FALSE |
| 721 | Stefan | TRUE | 100.50000 | 721 | Bogdan | FALSE |
| 722 | Stefan | TRUE | 100.50000 | 722 | Bogdan | FALSE |
| 723 | Stefan | TRUE | 100.50000 | 723 | Bogdan | FALSE |
| 724 | Stefan | TRUE | 100.50000 | 724 | Bogdan | FALSE |
| 725 | Stefan | TRUE | 100.50000 | 725 | Bogdan | FALSE |
| 726 | Stefan | TRUE | 100.50000 | 726 | Bogdan | FALSE |
| 727 | Stefan | TRUE | 100.50000 | 727 | Bogdan | FALSE |
| 728 | Stefan | TRUE | 100.50000 | 728 | Bogdan | FALSE |
| 729 | Stefan | TRUE | 100.50000 | 729 | Bogdan | FALSE |
| 730 | Stefan | TRUE | 100.50000 | 730 | Bogdan | FALSE |
| 731 | Stefan | TRUE | 100.50000 | 731 | Bogdan | FALSE |
| 732 | Stefan | TRUE | 100.50000 | 732 | Bogdan | FALSE |
| 733 | Stefan | TRUE | 100.50000 | 733 | Bogdan | FALSE |
| 734 | Stefan | TRUE | 100.50000 | 734 | Bogdan | FALSE |
| 735 | Stefan | TRUE | 100.50000 | 735 | Bogdan | FALSE |
| 736 | Stefan | TRUE | 100.50000 | 736 | Bogdan | FALSE |
| 737 | Stefan | TRUE | 100.50000 | 737 | Bogdan | FALSE |
| 738 | Stefan | TRUE | 100.50000 | 738 | Bogdan | FALSE |
| 739 | Stefan | TRUE | 100.50000 | 739 | Bogdan | FALSE |
| 740 | Stefan | TRUE | 100.50000 | 740 | Bogdan | FALSE |
| 741 | Stefan | TRUE | 100.50000 | 741 | Bogdan | FALSE |
| 742 | Stefan | TRUE | 100.50000 | 742 | Bogdan | FALSE |
| 743 | Stefan | TRUE | 100.50000 | 743 | Bogdan | FALSE |
| 744 | Stefan | TRUE | 100.50000 | 744 | Bogdan | FALSE |
| 745 | Stefan | TRUE | 100.50000 | 745 | Bogdan | FALSE |
| 746 | Stefan | TRUE | 100.50000 | 746 | Bogdan | FALSE |
| 747 | Stefan | TRUE | 100.50000 | 747 | Bogdan | FALSE |
| 748 | Stefan | TRUE | 100.50000 | 748 | Bogdan | FALSE |
| 749 | Stefan | TRUE | 100.50000 | 749 | Bogdan | FALSE |
| 800 | Stefan | TRUE | 100.50000 | 800 | Bogdan | FALSE |
| 801 | Stefan | TRUE | 100.50000 | 801 | Bogdan | FALSE |
| 802 | Stefan | TRUE | 100.50000 | 802 | Bogdan | FALSE |
| 803 | Stefan | TRUE | 100.50000 | 803 | Bogdan | FALSE |
| 804 | Stefan | TRUE | 100.50000 | 804 | Bogdan | FALSE |
| 805 | Stefan | TRUE | 100.50000 | 805 | Bogdan | FALSE |
| 806 | Stefan | TRUE | 100.50000 | 806 | Bogdan | FALSE |
| 807 | Stefan | TRUE | 100.50000 | 807 | Bogdan | FALSE |
| 808 | Stefan | TRUE | 100.50000 | 808 | Bogdan | FALSE |
| 809 | Stefan | TRUE | 100.50000 | 809 | Bogdan | FALSE |
| 810 | Stefan | TRUE | 100.50000 | 810 | Bogdan | FALSE |
| 811 | Stefan | TRUE | 100.50000 | 811 | Bogdan | FALSE |
| 812 | Stefan | TRUE | 100.50000 | 812 | Bogdan | FALSE |
| 813 | Stefan | TRUE | 100.50000 | 813 | Bogdan | FALSE |
| 814 | Stefan | TRUE | 100.50000 | 814 | Bogdan | FALSE |
| 815 | Stefan | TRUE | 100.50000 | 815 | Bogdan | FALSE |
| 816 | Stefan | TRUE | 100.50000 | 816 | Bogdan | FALSE |
| 817 | Stefan | TRUE | 100.50000 | 817 | Bogdan | FALSE |
| 818 | Stefan | TRUE | 100.50000 | 818 | Bogdan | FALSE |
| 819 | Stefan | TRUE | 100.50000 | 819 | Bogdan | FALSE |
| 820 | Stefan | TRUE | 100.50000 | 820 | Bogdan | FALSE |
| 821 | Stefan | TRUE | 100.50000 | 821 | Bogdan | FALSE |
| 822 | Stefan | TRUE | 100.50000 | 822 | Bogdan | FALSE |
| 823 | Stefan | TRUE | 100.50000 | 823 | Bogdan | FALSE |
| 824 | Stefan | TRUE | 100.50000 | 824 | Bogdan | FALSE |
| 825 | Stefan | TRUE | 100.50000 | 825 | Bogdan | FALSE |
| 826 | Stefan | TRUE | 100.50000 | 826 | Bogdan | FALSE |
| 827 | Stefan | TRUE | 100.50000 | 827 | Bogdan | FALSE |
| 828 | Stefan | TRUE | 100.50000 | 828 | Bogdan | FALSE |
| 829 | Stefan | TRUE | 100.50000 | 829 | Bogdan | FALSE |
| 830 | Stefan | TRUE | 100.50000 | 830 | Bogdan | FALSE |
| 831 | Stefan | TRUE | 100.50000 | 831 | Bogdan | FALSE |
| 832 | Stefan | TRUE | 100.50000 | 832 | Bogdan | FALSE |
| 833 | Stefan | TRUE | 100.50000 | 833 | Bogdan | FALSE |
| 834 | Stefan | TRUE | 100.50000 | 834 | Bogdan | FALSE |
| 835 | Stefan | TRUE | 100.50000 | 835 | Bogdan | FALSE |
| 836 | Stefan | TRUE | 100.50000 | 836 | Bogdan | FALSE |
| 837 | Stefan | TRUE | 100.50000 | 837 | Bogdan | FALSE |
| 838 | Stefan | TRUE | 100.50000 | 838 | Bogdan | FALSE |
| 839 | Stefan | TRUE | 100.50000 | 839 | Bogdan | FALSE |
| 840 | Stefan | TRUE | 100.50000 | 840 | Bogdan | FALSE |
| 841 | Stefan | TRUE | 100.50000 | 841 | Bogdan | FALSE |
| 842 | Stefan | TRUE | 100.50000 | 842 | Bogdan | FALSE |
| 843 | Stefan | TRUE | 100.50000 | 843 | Bogdan | FALSE |
| 844 | Stefan | TRUE | 100.50000 | 844 | Bogdan | FALSE |
| 845 | Stefan | TRUE | 100.50000 | 845 | Bogdan | FALSE |
| 846 | Stefan | TRUE | 100.50000 | 846 | Bogdan | FALSE |
| 847 | Stefan | TRUE | 100.50000 | 847 | Bogdan | FALSE |
| 848 | Stefan | TRUE | 100.50000 | 848 | Bogdan | FALSE |
| 849 | Stefan | TRUE | 100.50000 | 849 | Bogdan | FALSE |
| 900 | Stefan | TRUE | 100.50000 | 900 | Bogdan | FALSE |
| 901 | Stefan | TRUE | 100.50000 | 901 | Bogdan | FALSE |
| 902 | Stefan | TRUE | 100.50000 | 902 | Bogdan | FALSE |
| 903 | Stefan | TRUE | 100.50000 | 903 | Bogdan | FALSE |
| 904 | Stefan | TRUE | 100.50000 | 904 | Bogdan | FALSE |
| 905 | Stefan | TRUE | 100.50000 | 905 | Bogdan | FALSE |
| 906 | Stefan | TRUE | 100.50000 | 906 | Bogdan | FALSE |
| 907 | Stefan | TRUE | 100.50000 | 907 | Bogdan | FALSE |
| 908 | Stefan | TRUE | 100.50000 | 908 | Bogdan | FALSE |
| 909 | Stefan | TRUE | 100.50000 | 909 | Bogdan | FALSE |
| 910 | Stefan | TRUE | 100.50000 | 910 | Bogdan | FALSE |
| 911 | Stefan | TRUE | 100.50000 | 911 | Bogdan | FALSE |
| 912 | Stefan | TRUE | 100.50000 | 912 | Bogdan | FALSE |
| 913 | Stefan | TRUE | 100.50000 | 913 | Bogdan | FALSE |
| 914 | Stefan | TRUE | 100.50000 | 914 | Bogdan | FALSE |
| 915 | Stefan | TRUE | 100.50000 | 915 | Bogdan | FALSE |
| 916 | Stefan | TRUE | 100.50000 | 916 | Bogdan | FALSE |
| 917 | Stefan | TRUE | 100.50000 | 917 | Bogdan | FALSE |
| 918 | Stefan | TRUE | 100.50000 | 918 | Bogdan | FALSE |
| 919 | Stefan | TRUE | 100.50000 | 919 | Bogdan | FALSE |
| 920 | Stefan | TRUE | 100.50000 | 920 | Bogdan | FALSE |
| 921 | Stefan | TRUE | 100.50000 | 921 | Bogdan | FALSE |
| 922 | Stefan | TRUE | 100.50000 | 922 | Bogdan | FALSE |
| 923 | Stefan | TRUE | 100.50000 | 923 | Bogdan | FALSE |
| 924 | Stefan | TRUE | 100.50000 | 924 | Bogdan | FALSE |
| 925 | Stefan | TRUE | 100.50000 | 925 | Bogdan | FALSE |
| 926 | Stefan | TRUE | 100.50000 | 926 | Bogdan | FALSE |
| 927 | Stefan | TRUE | 100.50000 | 927 | Bogdan | FALSE |
| 928 | Stefan | TRUE | 100.50000 | 928 | Bogdan | FALSE |
| 929 | Stefan | TRUE | 100.50000 | 929 | Bogdan | FALSE |
| 930 | Stefan | TRUE | 100.50000 | 930 | Bogdan | FALSE |
| 931 | Stefan | TRUE | 100.50000 | 931 | Bogdan | FALSE |
| 932 | Stefan | TRUE | 100.50000 | 932 | Bogdan | FALSE |
| 933 | Stefan | TRUE | 100.50000 | 933 | Bogdan | FALSE |
| 934 | Stefan | TRUE | 100.50000 | 934 | Bogdan | FALSE |
| 935 | Stefan | TRUE | 100.50000 | 935 | Bogdan | FALSE |
| 936 | Stefan | TRUE | 100.50000 | 936 | Bogdan | FALSE |
| 937 | Stefan | TRUE | 100.50000 | 937 | Bogdan | FALSE |
| 938 | Stefan | TRUE | 100.50000 | 938 | Bogdan | FALSE |
| 939 | Stefan | TRUE | 100.50000 | 939 | Bogdan | FALSE |
| 940 | Stefan | TRUE | 100.50000 | 940 | Bogdan | FALSE |
| 941 | Stefan | TRUE | 100.50000 | 941 | Bogdan | FALSE |
| 942 | Stefan | TRUE | 100.50000 | 942 | Bogdan | FALSE |
| 943 | Stefan | TRUE | 100.50000 | 943 | Bogdan | FALSE |
| 944 | Stefan | TRUE | 100.50000 | 944 | Bogdan | FALSE |
| 945 | Stefan | TRUE | 100.50000 | 945 | Bogdan | FALSE |
| 946 | Stefan | TRUE | 100.50000 | 946 | Bogdan | FALSE |
| 947 | Stefan | TRUE | 100.50000 | 947 | Bogdan | FALSE |
| 948 | Stefan | TRUE | 100.50000 | 948 | Bogdan | FALSE |
| 949 | Stefan | TRUE | 100.50000 | 949 | Bogdan | FALSE |
| 1000 | Stefan | TRUE | 100.50000 | 1000 | Bogdan | FALSE |
| 1001 | Stefan | TRUE | 100.50000 | 1001 | Bogdan | FALSE |
| 1002 | Stefan | TRUE | 100.50000 | 1002 | Bogdan | FALSE |
| 1003 | Stefan | TRUE | 100.50000 | 1003 | Bogdan | FALSE |
| 1004 | Stefan | TRUE | 100.50000 | 1004 | Bogdan | FALSE |
| 1005 | Stefan | TRUE | 100.50000 | 1005 | Bogdan | FALSE |
| 1006 | Stefan | TRUE | 100.50000 | 1006 | Bogdan | FALSE |
| 1007 | Stefan | TRUE | 100.50000 | 1007 | Bogdan | FALSE |
| 1008 | Stefan | TRUE | 100.50000 | 1008 | Bogdan | FALSE |
| 1009 | Stefan | TRUE | 100.50000 | 1009 | Bogdan | FALSE |
| 1010 | Stefan | TRUE | 100.50000 | 1010 | Bogdan | FALSE |
| 1011 | Stefan | TRUE | 100.50000 | 1011 | Bogdan | FALSE |
| 1012 | Stefan | TRUE | 100.50000 | 1012 | Bogdan | FALSE |
| 1013 | Stefan | TRUE | 100.50000 | 1013 | Bogdan | FALSE |
| 1014 | Stefan | TRUE | 100.50000 | 1014 | Bogdan | FALSE |
| 1015 | Stefan | TRUE | 100.50000 | 1015 | Bogdan | FALSE |
| 1016 | Stefan | TRUE | 100.50000 | 1016 | Bogdan | FALSE |
| 1017 | Stefan | TRUE | 100.50000 | 1017 | Bogdan | FALSE |
| 1018 | Stefan | TRUE | 100.50000 | 1018 | Bogdan | FALSE |
| 1019 | Stefan | TRUE | 100.50000 | 1019 | Bogdan | FALSE |
| 1020 | Stefan | TRUE | 100.50000 | 1020 | Bogdan | FALSE |
| 1021 | Stefan | TRUE | 100.50000 | 1021 | Bogdan | FALSE |
| 1022 | Stefan | TRUE | 100.50000 | 1022 | Bogdan | FALSE |
| 1023 | Stefan | TRUE | 100.50000 | 1023 | Bogdan | FALSE |
| 1024 | Stefan | TRUE | 100.50000 | 1024 | Bogdan | FALSE |
| 1025 | Stefan | TRUE | 100.50000 | 1025 | Bogdan | FALSE |
| 1026 | Stefan | TRUE | 100.50000 | 1026 | Bogdan | FALSE |
| 1027 | Stefan | TRUE | 100.50000 | 1027 | Bogdan | FALSE |
| 1028 | Stefan | TRUE | 100.50000 | 1028 | Bogdan | FALSE |
| 1029 | Stefan | TRUE | 100.50000 | 1029 | Bogdan | FALSE |
| 1030 | Stefan | TRUE | 100.50000 | 1030 | Bogdan | FALSE |
| 1031 | Stefan | TRUE | 100.50000 | 1031 | Bogdan | FALSE |
| 1032 | Stefan | TRUE | 100.50000 | 1032 | Bogdan | FALSE |
| 1033 | Stefan | TRUE | 100.50000 | 1033 | Bogdan | FALSE |
| 1034 | Stefan | TRUE | 100.50000 | 1034 | Bogdan | FALSE |
| 1035 | Stefan | TRUE | 100.50000 | 1035 | Bogdan | FALSE |
| 1036 | Stefan | TRUE | 100.50000 | 1036 | Bogdan | FALSE |
| 1037 | Stefan | TRUE | 100.50000 | 1037 | Bogdan | FALSE |
| 1038 | Stefan | TRUE | 100.50000 | 1038 | Bogdan | FALSE |
| 1039 | Stefan | TRUE | 100.50000 | 1039 | Bogdan | FALSE |
| 1040 | Stefan | TRUE | 100.50000 | 1040 | Bogdan | FALSE |
| 1041 | Stefan | TRUE | 100.50000 | 1041 | Bogdan | FALSE |
| 1042 | Stefan | TRUE | 100.50000 | 1042 | Bogdan | FALSE |
| 1043 | Stefan | TRUE | 100.50000 | 1043 | Bogdan | FALSE |
| 1044 | Stefan | TRUE | 100.50000 | 1044 | Bogdan | FALSE |
| 1045 | Stefan | TRUE | 100.50000 | 1045 | Bogdan | FALSE |
| 1046 | Stefan | TRUE | 100.50000 | 1046 | Bogdan | FALSE |
| 1047 | Stefan | TRUE | 100.50000 | 1047 | Bogdan | FALSE |
| 1048 | Stefan | TRUE | 100.50000 | 1048 | Bogdan | FALSE |
| 1049 | Stefan | TRUE | 100.50000 | 1049 | Bogdan | FALSE |
| 0 | Stefan | TRUE | 100.50000 | 0 | Bogdan | FALSE |
| 1 | Stefan | TRUE | 100.50000 | 1 | Bogdan | FALSE |
| 2 | Stefan | TRUE | 100.50000 | 2 | Bogdan | FALSE |
| 3 | Stefan | TRUE | 100.50000 | 3 | Bogdan | FALSE |
| 4 | Stefan | TRUE | 100.50000 | 4 | Bogdan | FALSE |
| 5 | Stefan | TRUE | 100.50000 | 5 | Bogdan | FALSE |
| 6 | Stefan | TRUE | 100.50000 | 6 | Bogdan | FALSE |
| 7 | Stefan | TRUE | 100.50000 | 7 | Bogdan | FALSE |
| 8 | Stefan | TRUE | 100.50000 | 8 | Bogdan | FALSE |
| 9 | Stefan | TRUE | 100.50000 | 9 | Bogdan | FALSE |
| 10 | Stefan | TRUE | 100.50000 | 10 | Bogdan | FALSE |
| 11 | Stefan | TRUE | 100.50000 | 11 | Bogdan | FALSE |
| 12 | Stefan | TRUE | 100.50000 | 12 | Bogdan | FALSE |
| 13 | Stefan | TRUE | 100.50000 | 13 | Bogdan | FALSE |
| 14 | Stefan | TRUE | 100.50000 | 14 | Bogdan | FALSE |
| 15 | Stefan | TRUE | 100.50000 | 15 | Bogdan | FALSE |
| 16 | Stefan | TRUE | 100.50000 | 16 | Bogdan | FALSE |
| 17 | Stefan | TRUE | 100.50000 | 17 | Bogdan | FALSE |
| 18 | Stefan | TRUE | 100.50000 | 18 | Bogdan | FALSE |
| 19 | Stefan | TRUE | 100.50000 | 19 | Bogdan | FALSE |
| 20 | Stefan | TRUE | 100.50000 | 20 | Bogdan | FALSE |
| 21 | Stefan | TRUE | 100.50000 | 21 | Bogdan | FALSE |
| 22 | Stefan | TRUE | 100.50000 | 22 | Bogdan | FALSE |
| 23 | Stefan | TRUE | 100.50000 | 23 | Bogdan | FALSE |
| 24 | Stefan | TRUE | 100.50000 | 24 | Bogdan | FALSE |
| 25 | Stefan | TRUE | 100.50000 | 25 | Bogdan | FALSE |
| 26 | Stefan | TRUE | 100.50000 | 26 | Bogdan | FALSE |
| 27 | Stefan | TRUE | 100.50000 | 27 | Bogdan | FALSE |
| 28 | Stefan | TRUE | 100.50000 | 28 | Bogdan | FALSE |
| 29 | Stefan | TRUE | 100.50000 | 29 | Bogdan | FALSE |
| 30 | Stefan | TRUE | 100.50000 | 30 | Bogdan | FALSE |
| 31 | Stefan | TRUE | 100.50000 | 31 | Bogdan | FALSE |
| 32 | Stefan | TRUE | 100.50000 | 32 | Bogdan | FALSE |
| 33 | Stefan | TRUE | 100.50000 | 33 | Bogdan | FALSE |
| 34 | Stefan | TRUE | 100.50000 | 34 | Bogdan | FALSE |
| 35 | Stefan | TRUE | 100.50000 | 35 | Bogdan | FALSE |
| 36 | Stefan | TRUE | 100.50000 | 36 | Bogdan | FALSE |
| 37 | Stefan | TRUE | 100.50000 | 37 | Bogdan | FALSE |
| 38 | Stefan | TRUE | 100.50000 | 38 | Bogdan | FALSE |
| 39 | Stefan | TRUE | 100.50000 | 39 | Bogdan | FALSE |
| 40 | Stefan | TRUE | 100.50000 | 40 | Bogdan | FALSE |
| 41 | Stefan | TRUE | 100.50000 | 41 | Bogdan | FALSE |
| 42 | Stefan | TRUE | 100.50000 | 42 | Bogdan | FALSE |
| 43 | Stefan | TRUE | 100.50000 | 43 | Bogdan | FALSE |
| 44 | Stefan | TRUE | 100.50000 | 44 | Bogdan | FALSE |
| 45 | Stefan | TRUE | 100.50000 | 45 | Bogdan | FALSE |
| 46 | Stefan | TRUE | 100.50000 | 46 | Bogdan | FALSE |
| 47 | Stefan | TRUE | 100.50000 | 47 | Bogdan | FALSE |
| 48 | Stefan | TRUE | 100.50000 | 48 | Bogdan | FALSE |
| 49 | Stefan | TRUE | 100.50000 | 49 | Bogdan | FALSE |
| 100 | Stefan | TRUE | 100.50000 | 100 | Bogdan | FALSE |
| 101 | Stefan | TRUE | 100.50000 | 101 | Bogdan | FALSE |
| 102 | Stefan | TRUE | 100.50000 | 102 | Bogdan | FALSE |
| 103 | Stefan | TRUE | 100.50000 | 103 | Bogdan | FALSE |
| 104 | Stefan | TRUE | 100.50000 | 104 | Bogdan | FALSE |
| 105 | Stefan | TRUE | 100.50000 | 105 | Bogdan | FALSE |
| 106 | Stefan | TRUE | 100.50000 | 106 | Bogdan | FALSE |
| 107 | Stefan | TRUE | 100.50000 | 107 | Bogdan | FALSE |
| 108 | Stefan | TRUE | 100.50000 | 108 | Bogdan | FALSE |
| 109 | Stefan | TRUE | 100.50000 | 109 | Bogdan | FALSE |
| 110 | Stefan | TRUE | 100.50000 | 110 | Bogdan | FALSE |
| 111 | Stefan | TRUE | 100.50000 | 111 | Bogdan | FALSE |
| 112 | Stefan | TRUE | 100.50000 | 112 | Bogdan | FALSE |
| 113 | Stefan | TRUE | 100.50000 | 113 | Bogdan | FALSE |
| 114 | Stefan | TRUE | 100.50000 | 114 | Bogdan | FALSE |
| 115 | Stefan | TRUE | 100.50000 | 115 | Bogdan | FALSE |
| 116 | Stefan | TRUE | 100.50000 | 116 | Bogdan | FALSE |
| 117 | Stefan | TRUE | 100.50000 | 117 | Bogdan | FALSE |
| 118 | Stefan | TRUE | 100.50000 | 118 | Bogdan | FALSE |
| 119 | Stefan | TRUE | 100.50000 | 119 | Bogdan | FALSE |
| 120 | Stefan | TRUE | 100.50000 | 120 | Bogdan | FALSE |
| 121 | Stefan | TRUE | 100.50000 | 121 | Bogdan | FALSE |
| 122 | Stefan | TRUE | 100.50000 | 122 | Bogdan | FALSE |
| 123 | Stefan | TRUE | 100.50000 | 123 | Bogdan | FALSE |
| 124 | Stefan | TRUE | 100.50000 | 124 | Bogdan | FALSE |
| 125 | Stefan | TRUE | 100.50000 | 125 | Bogdan | FALSE |
| 126 | Stefan | TRUE | 100.50000 | 126 | Bogdan | FALSE |
| 127 | Stefan | TRUE | 100.50000 | 127 | Bogdan | FALSE |
| 128 | Stefan | TRUE | 100.50000 | 128 | Bogdan | FALSE |
| 129 | Stefan | TRUE | 100.50000 | 129 | Bogdan | FALSE |
| 130 | Stefan | TRUE | 100.50000 | 130 | Bogdan | FALSE |
| 131 | Stefan | TRUE | 100.50000 | 131 | Bogdan | FALSE |
| 132 | Stefan | TRUE | 100.50000 | 132 | Bogdan | FALSE |
| 133 | Stefan | TRUE | 100.50000 | 133 | Bogdan | FALSE |
| 134 | Stefan | TRUE | 100.50000 | 134 | Bogdan | FALSE |
| 135 | Stefan | TRUE | 100.50000 | 135 | Bogdan | FALSE |
| 136 | Stefan | TRUE | 100.50000 | 136 | Bogdan | FALSE |
| 137 | Stefan | TRUE | 100.50000 | 137 | Bogdan | FALSE |
| 138 | Stefan | TRUE | 100.50000 | 138 | Bogdan | FALSE |
| 139 | Stefan | TRUE | 100.50000 | 139 | Bogdan | FALSE |
| 140 | Stefan | TRUE | 100.50000 | 140 | Bogdan | FALSE |
| 141 | Stefan | TRUE | 100.50000 | 141 | Bogdan | FALSE |
| 142 | Stefan | TRUE | 100.50000 | 142 | Bogdan | FALSE |
| 143 | Stefan | TRUE | 100.50000 | 143 | Bogdan | FALSE |
| 144 | Stefan | TRUE | 100.50000 | 144 | Bogdan | FALSE |
| 145 | Stefan | TRUE | 100.50000 | 145 | Bogdan | FALSE |
| 146 | Stefan | TRUE | 100.50000 | 146 | Bogdan | FALSE |
| 147 | Stefan | TRUE | 100.50000 | 147 | Bogdan | FALSE |
| 148 | Stefan | TRUE | 100.50000 | 148 | Bogdan | FALSE |
| 149 | Stefan | TRUE | 100.50000 | 149 | Bogdan | FALSE |
| 200 | Stefan | TRUE | 100.50000 | 200 | Bogdan | FALSE |
| 201 | Stefan | TRUE | 100.50000 | 201 | Bogdan | FALSE |
| 202 | Stefan | TRUE | 100.50000 | 202 | Bogdan | FALSE |
| 203 | Stefan | TRUE | 100.50000 | 203 | Bogdan | FALSE |
